2025-08-26 20:56:00 | 192.168.1.137 | level: Verde | pkt_count: 5 
2025-09-04 18:30:00 | 192.168.1.184 | IA level: Verde | decision: no_rule | pkt_count: 13 
2025-09-04 18:30:00 | 34.159.227.151 | IA level: Verde | decision: no_rule | pkt_count: 55 
2025-09-04 18:30:00 | 74.125.250.129 | IA level: Verde | decision: no_rule | pkt_count: 15 
2025-09-04 18:31:00 | 13.107.5.91 | IA level: Verde | decision: no_rule | pkt_count: 2 
2025-09-04 18:31:00 | 155.133.246.52 | IA level: Verde | decision: no_rule | pkt_count: 1 
2025-09-04 18:31:00 | 18.156.18.168 | IA level: Verde | decision: no_rule | pkt_count: 10 
2025-09-04 18:30:00 | 192.168.1.100 | IA level: Verde | decision: no_rule | pkt_count: 2 
2025-09-04 18:31:00 | 192.168.1.100 | IA level: Verde | decision: no_rule | pkt_count: 19 
2025-09-04 18:30:00 | 192.168.1.143 | IA level: Verde | decision: no_rule | pkt_count: 4 
2025-09-04 18:31:00 | 192.168.1.143 | IA level: Vermelho | decision: no_rule | pkt_count: 177 
2025-09-04 18:31:00 | 192.168.1.149 | IA level: Verde | decision: no_rule | pkt_count: 24 
2025-09-04 18:31:00 | 192.168.1.184 | IA level: Verde | decision: no_rule | pkt_count: 17 
2025-09-04 18:31:00 | 192.168.1.254 | IA level: Verde | decision: no_rule | pkt_count: 1 
2025-09-04 18:31:00 | 34.159.227.151 | IA level: Verde | decision: no_rule | pkt_count: 51 
2025-09-04 18:31:00 | 74.125.250.129 | IA level: Verde | decision: no_rule | pkt_count: 10 
